fecha,producto_id,nombre,categoria,subcategoria,precio_base,es_estrella,unidades_vendidas,precio_venta,ingresos,Amazon,Decathlon,Deporvillage,año,mes,dia_mes,dia_semana,nombre_dia,es_fin_semana,es_festivo,es_black_friday,es_cyber_monday,semana_anio,trimestre,dia_anio,es_inicio_mes,es_fin_mes,precio_competencia,ratio_precio,descuento,lag1,lag2,lag3,lag4,lag5,lag6,lag7,media_movil_7d,nombre_h_Adidas Ultraboost 23,nombre_h_Asics Gel Nimbus 25,nombre_h_Bowflex SelectTech 552,nombre_h_Columbia Silver Ridge,nombre_h_Decathlon Bandas Elásticas Set,nombre_h_Domyos BM900,nombre_h_Domyos Kit Mancuernas 20kg,nombre_h_Gaiam Premium Yoga Block,nombre_h_Liforme Yoga Pad,nombre_h_Lotuscrafts Yoga Bolster,nombre_h_Manduka PRO Yoga Mat,nombre_h_Merrell Moab 2 GTX,nombre_h_New Balance Fresh Foam X 1080v12,nombre_h_Nike Air Zoom Pegasus 40,nombre_h_Nike Dri-FIT Miler,nombre_h_Puma Velocity Nitro 2,nombre_h_Quechua MH500,nombre_h_Reebok Floatride Energy 5,nombre_h_Reebok Professional Deck,nombre_h_Salomon Speedcross 5 GTX,nombre_h_Sveltus Kettlebell 12kg,nombre_h_The North Face Borealis,nombre_h_Trek Marlin 7,categoria_h_Outdoor,categoria_h_Running,categoria_h_Wellness,subcategoria_h_Bandas Elásticas,subcategoria_h_Bicicleta Montaña,subcategoria_h_Bloque Yoga,subcategoria_h_Cojín Yoga,subcategoria_h_Esterilla Fitness,subcategoria_h_Esterilla Yoga,subcategoria_h_Mancuernas Ajustables,subcategoria_h_Mochila Trekking,subcategoria_h_Pesa Rusa,subcategoria_h_Pesas Casa,subcategoria_h_Rodillera Yoga,subcategoria_h_Ropa Montaña,subcategoria_h_Ropa Running,subcategoria_h_Zapatillas Running,subcategoria_h_Zapatillas Trail
2025-11-01,PROD_011,Reebok Professional Deck,Fitness,Esterilla Fitness,45,False,,44.22,,47.31,39.68,45.16,2025,11,1,5,Sábado,True,True,False,False,44,4,305,True,False,44.050000000000004,1.0038592508513051,-1.733333333333336,7.0,5.0,1.0,6.0,4.0,6.0,7.0,4.833333333333333,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2025-11-01,PROD_012,Domyos Kit Mancuernas 20kg,Fitness,Pesas Casa,55,False,,54.26,,49.8,50.98,54.82,2025,11,1,5,Sábado,True,True,False,False,44,4,305,True,False,51.86666666666667,1.0461439588688946,-1.3454545454545492,5.0,6.0,1.0,8.0,12.0,7.0,6.0,6.5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2025-11-01,PROD_013,Decathlon Bandas Elásticas Set,Fitness,Bandas Elásticas,25,False,,25.4,,23.13,22.22,24.26,2025,11,1,5,Sábado,True,True,False,False,44,4,305,True,False,23.203333333333333,1.0946703059905185,1.5999999999999945,2.0,6.0,4.0,10.0,1.0,1.0,1.0,4.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2025-11-01,PROD_014,Sveltus Kettlebell 12kg,Fitness,Pesa Rusa,40,False,,39.22,,40.48,35.36,39.73,2025,11,1,5,Sábado,True,True,False,False,44,4,305,True,False,38.52333333333333,1.0180842779267976,-1.9500000000000028,4.0,1.0,11.0,5.0,3.0,8.0,5.0,5.333333333333333,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2025-11-01,PROD_015,Salomon Speedcross 5 GTX,Outdoor,Zapatillas Trail,150,True,,150.0,,146.88,142.99,143.31,2025,11,1,5,Sábado,True,True,False,False,44,4,305,True,False,144.39333333333335,1.0388291241516228,0.0,4.0,3.0,5.0,4.0,5.0,5.0,6.0,4.333333333333333,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2025-11-01,PROD_016,Trek Marlin 7,Outdoor,Bicicleta Montaña,830,True,,830.0,,823.61,719.37,850.89,2025,11,1,5,Sábado,True,True,False,False,44,4,305,True,False,797.9566666666666,1.0401567336572162,0.0,3.0,3.0,3.0,3.0,3.0,4.0,5.0,3.1666666666666665,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2025-11-01,PROD_017,The North Face Borealis,Outdoor,Mochila Trekking,95,False,,95.07,,88.71,86.24,91.85,2025,11,1,5,Sábado,True,True,False,False,44,4,305,True,False,88.93333333333332,1.0690029985007496,0.07368421052630861,3.0,2.0,6.0,3.0,1.0,1.0,3.0,2.6666666666666665,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2025-11-01,PROD_018,Columbia Silver Ridge,Outdoor,Ropa Montaña,70,False,,69.12,,68.51,64.55,70.53,2025,11,1,5,Sábado,True,True,False,False,44,4,305,True,False,67.86333333333333,1.0185176089198882,-1.2571428571428507,2.0,4.0,3.0,4.0,4.0,5.0,3.0,3.6666666666666665,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2025-11-01,PROD_019,Merrell Moab 2 GTX,Outdoor,Zapatillas Trail,110,False,,110.89,,106.15,95.04,101.69,2025,11,1,5,Sábado,True,True,False,False,44,4,305,True,False,100.96,1.0983557844690968,0.8090909090909096,2.0,4.0,2.0,4.0,2.0,3.0,3.0,2.8333333333333335,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2025-11-01,PROD_020,Quechua MH500,Outdoor,Ropa Montaña,80,False,,80.84,,76.87,73.58,72.79,2025,11,1,5,Sábado,True,True,False,False,44,4,305,True,False,74.41333333333334,1.0863644508152661,1.0500000000000043,3.0,2.0,6.0,2.0,4.0,3.0,1.0,3.3333333333333335,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2025-11-01,PROD_021,Manduka PRO Yoga Mat,Wellness,Esterilla Yoga,130,True,,130.0,,135.86,118.93,136.38,2025,11,1,5,Sábado,True,True,False,False,44,4,305,True,False,130.39000000000001,0.9970089730807576,0.0,6.0,5.0,6.0,6.0,6.0,7.0,10.0,6.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2025-11-01,PROD_022,Gaiam Premium Yoga Block,Wellness,Bloque Yoga,20,False,,19.92,,19.09,18.63,19.73,2025,11,1,5,Sábado,True,True,False,False,44,4,305,True,False,19.150000000000002,1.0402088772845952,-0.39999999999999153,3.0,2.0,3.0,1.0,2.0,2.0,3.0,2.1666666666666665,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2025-11-01,PROD_023,Liforme Yoga Pad,Wellness,Rodillera Yoga,35,False,,35.39,,36.57,31.64,30.44,2025,11,1,5,Sábado,True,True,False,False,44,4,305,True,False,32.88333333333333,1.076229092752154,1.1142857142857159,6.0,3.0,1.0,3.0,2.0,2.0,1.0,2.8333333333333335,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2025-11-01,PROD_024,Lotuscrafts Yoga Bolster,Wellness,Cojín Yoga,50,False,,49.57,,50.29,45.71,48.43,2025,11,1,5,Sábado,True,True,False,False,44,4,305,True,False,48.14333333333334,1.0296337326040295,-0.8599999999999994,1.0,4.0,2.0,4.0,2.0,4.0,1.0,2.8333333333333335,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2025-11-02,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,,115.0,,86.36,110.03,96.83,2025,11,2,6,Domingo,True,False,False,False,44,4,306,False,False,97.74,1.1765909555964804,0.0,,14.0,10.0,14.0,15.0,16.0,20.0,13.8,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2025-11-02,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,,135.0,,114.52,113.78,126.45,2025,11,2,6,Domingo,True,False,False,False,44,4,306,False,False,118.25,1.1416490486257929,0.0,,13.0,13.0,14.0,12.0,15.0,19.0,13.4,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2025-11-02,PROD_003,Asics Gel Nimbus 25,Running,Zapatillas Running,85,False,,85.16,,76.03,78.17,87.39,2025,11,2,6,Domingo,True,False,False,False,44,4,306,False,False,80.52999999999999,1.0574941015770523,0.18823529411764306,,2.0,4.0,8.0,6.0,3.0,5.0,4.6,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2025-11-02,PROD_004,New Balance Fresh Foam X 1080v12,Running,Zapatillas Running,75,False,,73.57,,70.19,69.57,73.81,2025,11,2,6,Domingo,True,False,False,False,44,4,306,False,False,71.19,1.0334316617502457,-1.9066666666666756,,3.0,9.0,1.0,5.0,6.0,1.0,4.8,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2025-11-02,PROD_005,Nike Dri-FIT Miler,Running,Ropa Running,35,False,,34.43,,35.95,31.24,34.87,2025,11,2,6,Domingo,True,False,False,False,44,4,306,False,False,34.02,1.0120517342739563,-1.6285714285714292,,4.0,2.0,5.0,2.0,1.0,6.0,2.8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2025-11-02,PROD_006,Adidas Own The Run Jacket,Running,Ropa Running,65,False,,66.03,,74.72,61.51,64.08,2025,11,2,6,Domingo,True,False,False,False,44,4,306,False,False,66.77,0.9889171783735211,1.5846153846153863,,1.0,3.0,3.0,1.0,2.0,1.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2025-11-02,PROD_007,Puma Velocity Nitro 2,Running,Zapatillas Running,70,False,,71.36,,69.56,69.36,70.95,2025,11,2,6,Domingo,True,False,False,False,44,4,306,False,False,69.95666666666666,1.0200600371658646,1.942857142857142,,4.0,3.0,1.0,6.0,2.0,2.0,3.2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2025-11-02,PROD_008,Reebok Floatride Energy 5,Running,Zapatillas Running,65,False,,63.94,,64.35,60.56,65.42,2025,11,2,6,Domingo,True,False,False,False,44,4,306,False,False,63.44333333333333,1.007828508380182,-1.6307692307692343,,3.0,2.0,1.0,8.0,1.0,2.0,3.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2025-11-02,PROD_009,Bowflex SelectTech 552,Fitness,Mancuernas Ajustables,400,True,,400.0,,390.69,360.96,368.63,2025,11,2,6,Domingo,True,False,False,False,44,4,306,False,False,373.4266666666667,1.071160781233263,0.0,,2.0,2.0,2.0,2.0,2.0,3.0,2.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2025-11-02,PROD_010,Domyos BM900,Fitness,Banco Gimnasio,175,True,,175.0,,196.2,153.19,187.25,2025,11,2,6,Domingo,True,False,False,False,44,4,306,False,False,178.88,0.978309481216458,0.0,,3.0,2.0,2.0,3.0,2.0,3.0,2.4,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2025-11-02,PROD_011,Reebok Professional Deck,Fitness,Esterilla Fitness,45,False,,44.72,,43.5,40.48,45.15,2025,11,2,6,Domingo,True,False,False,False,44,4,306,False,False,43.04333333333333,1.038952993107721,-0.6222222222222248,,7.0,5.0,1.0,6.0,4.0,6.0,4.6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2025-11-02,PROD_012,Domyos Kit Mancuernas 20kg,Fitness,Pesas Casa,55,False,,54.47,,51.06,52.3,54.03,2025,11,2,6,Domingo,True,False,False,False,44,4,306,False,False,52.46333333333333,1.0382489357646612,-0.9636363636363656,,5.0,6.0,1.0,8.0,12.0,7.0,6.4,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2025-11-02,PROD_013,Decathlon Bandas Elásticas Set,Fitness,Bandas Elásticas,25,False,,25.32,,26.08,24.17,24.16,2025,11,2,6,Domingo,True,False,False,False,44,4,306,False,False,24.80333333333333,1.0208305335304395,1.2800000000000011,,2.0,6.0,4.0,10.0,1.0,1.0,4.6,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2025-11-02,PROD_014,Sveltus Kettlebell 12kg,Fitness,Pesa Rusa,40,False,,40.08,,42.58,36.38,39.73,2025,11,2,6,Domingo,True,False,False,False,44,4,306,False,False,39.56333333333333,1.0130592299266998,0.19999999999999576,,4.0,1.0,11.0,5.0,3.0,8.0,4.8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2025-11-02,PROD_015,Salomon Speedcross 5 GTX,Outdoor,Zapatillas Trail,150,True,,150.0,,146.67,143.89,130.77,2025,11,2,6,Domingo,True,False,False,False,44,4,306,False,False,140.4433333333333,1.0680464244179149,0.0,,4.0,3.0,5.0,4.0,5.0,5.0,4.2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2025-11-02,PROD_016,Trek Marlin 7,Outdoor,Bicicleta Montaña,830,True,,830.0,,797.79,740.68,840.54,2025,11,2,6,Domingo,True,False,False,False,44,4,306,False,False,793.0033333333332,1.0466538602191668,0.0,,3.0,3.0,3.0,3.0,3.0,4.0,3.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2025-11-02,PROD_017,The North Face Borealis,Outdoor,Mochila Trekking,95,False,,93.44,,85.12,88.18,89.53,2025,11,2,6,Domingo,True,False,False,False,44,4,306,False,False,87.61000000000001,1.066544914964045,-1.6421052631578972,,3.0,2.0,6.0,3.0,1.0,1.0,3.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2025-11-02,PROD_018,Columbia Silver Ridge,Outdoor,Ropa Montaña,70,False,,70.11,,66.18,66.35,73.14,2025,11,2,6,Domingo,True,False,False,False,44,4,306,False,False,68.55666666666667,1.0226576554674964,0.15714285714285633,,2.0,4.0,3.0,4.0,4.0,5.0,3.4,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2025-11-02,PROD_019,Merrell Moab 2 GTX,Outdoor,Zapatillas Trail,110,False,,111.79,,101.22,102.72,116.18,2025,11,2,6,Domingo,True,False,False,False,44,4,306,False,False,106.70666666666666,1.0476383856053981,1.6272727272727332,,2.0,4.0,2.0,4.0,2.0,3.0,2.8,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2025-11-02,PROD_020,Quechua MH500,Outdoor,Ropa Montaña,80,False,,79.98,,84.17,73.54,79.47,2025,11,2,6,Domingo,True,False,False,False,44,4,306,False,False,79.06,1.011636731596256,-0.024999999999995023,,3.0,2.0,6.0,2.0,4.0,3.0,3.4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2025-11-02,PROD_021,Manduka PRO Yoga Mat,Wellness,Esterilla Yoga,130,True,,130.0,,136.26,113.57,119.26,2025,11,2,6,Domingo,True,False,False,False,44,4,306,False,False,123.02999999999999,1.0566528488986426,0.0,,6.0,5.0,6.0,6.0,6.0,7.0,5.8,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2025-11-02,PROD_022,Gaiam Premium Yoga Block,Wellness,Bloque Yoga,20,False,,19.89,,20.55,17.17,20.07,2025,11,2,6,Domingo,True,False,False,False,44,4,306,False,False,19.263333333333332,1.032531579858107,-0.5499999999999972,,3.0,2.0,3.0,1.0,2.0,2.0,2.2,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2025-11-02,PROD_023,Liforme Yoga Pad,Wellness,Rodillera Yoga,35,False,,34.59,,32.73,32.41,36.12,2025,11,2,6,Domingo,True,False,False,False,44,4,306,False,False,33.75333333333333,1.0247876752913294,-1.1714285714285617,,6.0,3.0,1.0,3.0,2.0,2.0,3.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2025-11-02,PROD_024,Lotuscrafts Yoga Bolster,Wellness,Cojín Yoga,50,False,,49.15,,50.21,45.47,50.19,2025,11,2,6,Domingo,True,False,False,False,44,4,306,False,False,48.623333333333335,1.0108315623500377,-1.7000000000000028,,1.0,4.0,2.0,4.0,2.0,4.0,2.6,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2025-11-03,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,,115.0,,80.95,111.73,105.86,2025,11,3,0,Lunes,False,False,False,False,45,4,307,False,False,99.51333333333334,1.155624036979969,0.0,,,14.0,10.0,14.0,15.0,16.0,13.25,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2025-11-03,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,,135.0,,120.78,107.31,125.41,2025,11,3,0,Lunes,False,False,False,False,45,4,307,False,False,117.83333333333333,1.1456859971711457,0.0,,,13.0,13.0,14.0,12.0,15.0,13.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2025-11-03,PROD_003,Asics Gel Nimbus 25,Running,Zapatillas Running,85,False,,86.43,,84.38,76.74,79.77,2025,11,3,0,Lunes,False,False,False,False,45,4,307,False,False,80.29666666666667,1.0763834115156297,1.6823529411764786,,,2.0,4.0,8.0,6.0,3.0,5.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2025-11-03,PROD_004,New Balance Fresh Foam X 1080v12,Running,Zapatillas Running,75,False,,73.55,,77.36,68.06,76.36,2025,11,3,0,Lunes,False,False,False,False,45,4,307,False,False,73.92666666666668,0.9949048606727385,-1.9333333333333373,,,3.0,9.0,1.0,5.0,6.0,4.5,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
